mhz,phi,theta,gain_total,gain_horiz,gain_vert,gain_rhcp,gain_lhcp
30.000000,99.999999994945227,3.9999999997978093,-22.34085591141627,-2022.3408559114164,-22.34085591141627,-25.351155868056082,-25.351155868056082
30.000000,99.999999994945227,4.9999999997472617,-20.401765549389907,-2020.4017655493899,-20.401765549389907,-23.41206550602972,-23.41206550602972
30.000000,99.999999994945227,5.9999999996967137,-18.817069082494438,-2018.8170690824945,-18.817069082494438,-21.827369039134251,-21.827369039134251
30.000000,99.999999994945227,6.9999999996461657,-17.476890071804608,-2017.4768900718045,-17.476890071804608,-20.48719002844442,-20.48719002844442
30.000000,99.999999994945227,7.9999999995956186,-16.315647752827982,-2016.315647752828,-16.315647752827982,-19.325947709467794,-19.325947709467794
30.000000,99.999999994945227,8.9999999995450715,-15.291046994024061,-2015.2910469940241,-15.291046994024061,-18.301346950663874,-18.301346950663874
30.000000,99.999999994945227,9.9999999994945235,-14.374214872112475,-2014.3742148721126,-14.374214872112475,-17.384514828752287,-17.384514828752287
30.000000,99.999999994945227,10.999999999443975,-13.544563461584143,-2013.5445634615842,-13.544563461584143,-16.554863418223956,-16.554863418223956
30.000000,99.999999994945227,11.999999999393427,-12.786897391854431,-2012.7868973918544,-12.786897391854431,-15.797197348494244,-15.797197348494244
30.000000,99.999999994945227,12.999999999342879,-12.089683140982467,-2012.0896831409825,-12.089683140982467,-15.09998309762228,-15.09998309762228
30.000000,99.999999994945227,13.999999999292331,-11.443961532122653,-2011.4439615321226,-11.443961532122653,-14.454261488762466,-14.454261488762466
